GO_ID	SS14	TPE	TEN
GO:0072527	0.000536055630539002	1	1
GO:0033218	0.00220258743349984	1	1
GO:0071840	0.0046574684171344	1	1
GO:0006432	0.00586809554061711	1	1
GO:0004826	0.00586809554061711	1	1
GO:0046961	0.00621181998126546	1	1
GO:0042625	0.00621181998126546	1	1
GO:0044769	0.00621181998126546	1	1
GO:0009678	0.00621181998126546	1	1
GO:0009420	0.00927362728407602	1	1
GO:0003674	1	6.42879979546191e-204	1.60424849516198e-22
GO:0008150	1	3.66161757774228e-158	3.35169478137574e-17
GO:0005488	1	8.27506829300309e-149	2.69465096552312e-16
GO:0044238	1	4.33224735118519e-136	9.34746260136472e-13
GO:1901363	1	1.97237770687482e-129	4.23762901736384e-15
GO:0097159	1	1.97237770687482e-129	4.23762901736384e-15
GO:0009987	1	9.76523062516467e-129	3.47968237801956e-13
GO:0006807	1	9.5895470240035e-122	2.41316747598514e-12
GO:0071704	1	3.0139662017056e-120	3.88598738200732e-12
GO:0008152	1	3.8206552718974e-119	6.53128754491745e-12
GO:0003824	1	1.12975727386902e-114	1.36413537903664e-11
GO:0044237	1	2.17994523279672e-108	3.77251830655859e-11
GO:0043167	1	8.86106741151577e-107	1.69602255182489e-12
GO:0097367	1	2.5305586638382e-102	1.1402958552655e-12
GO:0000166	1	2.79510954555966e-102	3.06513097420014e-13
GO:1901265	1	2.79510954555966e-102	3.06513097420014e-13
GO:0034641	1	2.01046634273888e-101	9.49794574142078e-11
GO:0005575	1	2.19926501315775e-97	1.87013159912391e-05
GO:0036094	1	7.33913197856854e-95	3.29033863733691e-13
GO:0043170	1	1.75554349053914e-93	3.35225098471337e-11
GO:0032553	1	4.51647179766385e-91	1.47441212851649e-11
GO:0005737	1	1.46949672483875e-89	5.52518213435861e-12
GO:0032555	1	4.37139344432455e-88	1.64750880588776e-11
GO:0017076	1	4.37139344432455e-88	1.64750880588776e-11
GO:0110165	1	5.37427433182398e-87	2.19888400915812e-05
GO:0043168	1	1.24351018757207e-86	4.04169976639308e-11
GO:0035639	1	1.99875166964094e-82	7.21027196856169e-11
GO:1901360	1	1.20601058059566e-75	1.16122877672695e-08
GO:0046483	1	1.20601058059566e-75	1.16122877672695e-08
GO:0006139	1	2.4135151019731e-75	1.89145681609639e-08
GO:0006725	1	6.43793014866849e-73	2.2990253414241e-08
GO:0032559	1	3.31610157179973e-70	3.96677208305662e-08
GO:0030554	1	3.31610157179973e-70	3.96677208305662e-08
GO:0005524	1	5.04652297202528e-69	5.34938836740373e-08
GO:0090304	1	6.35699886036687e-62	2.69249865662372e-07
GO:0044260	1	4.17493580180132e-59	6.48496997643248e-06
GO:0003676	1	8.23921131110637e-56	3.56972819102342e-06
GO:1901564	1	2.49160227400166e-53	5.09341925896897e-05
GO:0140640	1	5.96115318267863e-53	1.62582051179584e-06
GO:0051234	1	1.92352123527168e-48	6.88096653658767e-05
GO:0006810	1	1.92352123527168e-48	6.88096653658767e-05
GO:0051179	1	1.92352123527168e-48	6.88096653658767e-05
GO:0016787	1	6.27217749683049e-46	0.00184407583254583
GO:0022857	1	1.83946523165338e-43	1
GO:0005215	1	2.76797571524488e-43	0.0466695686824714
GO:0051716	1	8.78025462880043e-41	0.000267969219857387
GO:0033554	1	8.78025462880043e-41	0.000267969219857387
GO:0006259	1	6.92566981518633e-40	0.00954186839719822
GO:0006950	1	4.96095780626064e-38	0.00171582389855421
GO:1901576	1	1.11645732629148e-36	1
GO:0009058	1	1.11645732629148e-36	1
GO:0003677	1	2.4784238453574e-36	0.0170350327292462
GO:0006281	1	2.56601998285116e-36	0.00144383326677844
GO:0006974	1	2.56601998285116e-36	0.00144383326677844
GO:0006520	1	1.21298193747073e-35	0.000156152346400058
GO:0046873	1	3.74096126582588e-35	1
GO:1901605	1	1.28895650304539e-34	1
GO:0043603	1	7.7836496963467e-34	1
GO:0043604	1	7.7836496963467e-34	1
GO:0006811	1	2.70618729454841e-33	0.019560849543409
GO:1990391	1	1.26034728477374e-31	1
GO:0044281	1	1.10411860345401e-30	1
GO:0004519	1	3.2146247501316e-30	1
GO:0009059	1	4.06782984698027e-30	1
GO:0019538	1	4.14985969280082e-30	1
GO:0044249	1	1.93844822521616e-29	1
GO:0140098	1	4.50326462191875e-29	0.000413655642030535
GO:0044267	1	5.94644413523381e-29	1
GO:0004518	1	1.34514533133786e-27	0.0383372669710493
GO:0016874	1	4.11603593301499e-27	0.0017092707141116
GO:1901607	1	5.86183331993256e-27	1
GO:0008652	1	5.86183331993256e-27	1
GO:0016788	1	6.46375366209184e-27	0.0157827842148638
GO:0016021	1	6.9006182641408e-27	1
GO:0031224	1	1.10314280377558e-26	1
GO:0016879	1	1.68958752410393e-26	1
GO:0071705	1	3.51354300323285e-26	0.0445705698201195
GO:0016462	1	6.35921860700685e-26	1
GO:0016818	1	6.35921860700685e-26	1
GO:0016817	1	6.35921860700685e-26	1
GO:0045184	1	3.1348062396512e-25	1
GO:0008104	1	3.1348062396512e-25	1
GO:0033036	1	3.1348062396512e-25	1
GO:0015031	1	3.1348062396512e-25	1
GO:0022804	1	5.09151859165149e-25	1
GO:0006412	1	5.82629864059527e-25	1
GO:0043043	1	5.82629864059527e-25	1
GO:0006518	1	5.82629864059527e-25	1
GO:0006082	1	6.87935226083662e-25	1
GO:0017111	1	7.74252661564874e-25	1
GO:0004536	1	1.50445530058022e-24	1
GO:0016853	1	4.33079538579772e-24	1
GO:0015291	1	8.312251261129e-24	1
GO:0019752	1	1.08922695334373e-23	1
GO:0043436	1	1.08922695334373e-23	1
GO:0006812	1	1.27801809745634e-23	1
GO:0009991	1	1.29153866017381e-23	1
GO:0007154	1	1.29153866017381e-23	1
GO:0071496	1	1.29153866017381e-23	1
GO:0009432	1	1.29153866017381e-23	1
GO:0031668	1	1.29153866017381e-23	1
GO:0034645	1	3.60977742862195e-23	1
GO:0019001	1	6.06539231270388e-23	0.00371353511391765
GO:0032561	1	6.06539231270388e-23	0.00371353511391765
GO:0016070	1	2.32930615803469e-22	0.00914037205630824
GO:0071702	1	3.64886382649485e-22	1
GO:0019843	1	3.71114038235109e-22	1
GO:0004520	1	4.95877069628476e-22	1
GO:0030001	1	6.80594318126373e-22	1
GO:0044271	1	7.02751773548888e-22	1
GO:0140097	1	7.88755456868857e-22	1
GO:0009605	1	9.24577263755801e-22	1
GO:0140101	1	2.42279213973553e-21	0.000591194471136648
GO:0015293	1	3.88007856909362e-21	1
GO:0015294	1	4.55649889320114e-21	1
GO:0015075	1	2.06202823657105e-20	1
GO:0034660	1	4.45050440059005e-20	0.0053030467255112
GO:0015318	1	4.78496821231315e-20	1
GO:0022890	1	4.78496821231315e-20	1
GO:0003735	1	6.15701170866789e-20	1
GO:0005840	1	1.77561090353734e-19	1
GO:0050896	1	3.23486701709766e-19	1
GO:0046907	1	4.70715404538196e-19	1
GO:0051649	1	4.70715404538196e-19	1
GO:0006605	1	4.70715404538196e-19	1
GO:0006886	1	4.70715404538196e-19	1
GO:0140657	1	5.9709953073493e-19	1
GO:0007049	1	1.03704470864547e-18	1
GO:0051641	1	1.31882196884606e-18	1
GO:1901565	1	3.58757680034614e-18	1
GO:0065002	1	5.97152297899028e-18	1
GO:0052689	1	6.35977429040808e-18	1
GO:0005886	1	9.84126749869882e-18	1
GO:0043169	1	1.46720698425121e-17	1
GO:0006457	1	1.53741615075034e-17	1
GO:0008324	1	2.3975604817837e-17	1
GO:0006260	1	2.40156112307016e-17	1
GO:0009064	1	2.8675058784444e-17	1
GO:0032991	1	3.92018285468286e-17	1
GO:0009380	1	5.32701592847599e-17	1
GO:0006289	1	5.32701592847599e-17	1
GO:0009381	1	5.32701592847599e-17	1
GO:1905347	1	5.32701592847599e-17	1
GO:0046872	1	6.45592479733553e-17	1
GO:0042330	1	2.23867282881968e-16	1
GO:0006935	1	2.23867282881968e-16	1
GO:0050794	1	2.33140614419626e-16	1
GO:0005525	1	4.1448080521818e-16	0.0172054924159158
GO:0006399	1	4.53067198153192e-16	0.0363468826919916
GO:0043232	1	2.47648398825982e-15	1
GO:0043229	1	2.47648398825982e-15	1
GO:0015079	1	3.28359961065072e-15	1
GO:1901575	1	4.41494057531301e-15	1
GO:0009056	1	4.41494057531301e-15	1
GO:0016859	1	1.73366919916476e-14	1
GO:0003755	1	1.73366919916476e-14	1
GO:0046394	1	3.84870322476356e-14	1
GO:0016053	1	3.84870322476356e-14	1
GO:0004222	1	6.68388142838563e-14	1
GO:1901566	1	2.10035079215218e-13	1
GO:0016887	1	2.21494296844621e-13	1
GO:0032300	1	3.00552478055344e-13	1
GO:0065007	1	5.44148509659978e-13	1
GO:0015296	1	9.80345668085314e-13	1
GO:0015103	1	9.80345668085314e-13	1
GO:0015379	1	9.80345668085314e-13	1
GO:0015377	1	9.80345668085314e-13	1
GO:0043952	1	1.38226835989402e-12	1
GO:0060255	1	1.45219168652609e-12	1
GO:0005975	1	3.32926741074669e-12	1
GO:0005515	1	3.87814457622757e-12	1
GO:0055086	1	5.02067022405669e-12	1
GO:0040011	1	5.395018707374e-12	1
GO:0005996	1	9.73952252912758e-12	1
GO:0019318	1	9.73952252912758e-12	1
GO:1990904	1	1.51466338169675e-11	1
GO:0051082	1	1.56118083746775e-11	1
GO:0007165	1	1.78995829462514e-11	1
GO:0006091	1	2.39669522350566e-11	1
GO:0003924	1	2.43499801187708e-11	1
GO:0006006	1	2.85740737959058e-11	1
GO:0002161	1	3.36979909429322e-11	1
GO:0051539	1	4.26284559359765e-11	1
GO:0006298	1	7.20171331853538e-11	1
GO:0030983	1	7.20171331853538e-11	1
GO:0003723	1	8.75952365532421e-11	1
GO:0050789	1	9.92754449581763e-11	1
GO:0051171	1	1.0562554552712e-10	1
GO:1901135	1	1.11422452821475e-10	1
GO:0043412	1	1.910962336034e-10	1
GO:1901657	1	2.38276056622676e-10	1
GO:0009116	1	2.38276056622676e-10	1
GO:0009084	1	2.84332408157072e-10	1
GO:0000041	1	3.06061973103862e-10	1
GO:0005829	1	3.07855486666758e-10	1
GO:1902494	1	3.17909543847241e-10	1
GO:0016491	1	4.38693024043363e-10	1
GO:0034470	1	4.60718258879662e-10	1
GO:0015081	1	5.92824070222296e-10	1
GO:0006396	1	8.00464003214216e-10	1
GO:0006351	1	1.16219289183904e-09	1
GO:0097659	1	1.16219289183904e-09	1
GO:0046983	1	1.79423120971094e-09	1
GO:0008509	1	3.53056727500644e-09	1
GO:0055085	1	5.10995780294183e-09	1
GO:0010468	1	6.69168324675217e-09	1
GO:0031323	1	6.69168324675217e-09	1
GO:0003690	1	7.10459233623008e-09	1
GO:0072524	1	7.49810685140874e-09	1
GO:0046496	1	7.49810685140874e-09	1
GO:0019359	1	7.49810685140874e-09	1
GO:0072525	1	7.49810685140874e-09	1
GO:0019362	1	7.49810685140874e-09	1
GO:0019363	1	7.49810685140874e-09	1
GO:0042026	1	7.93502810460222e-09	1
GO:0016884	1	7.93502810460222e-09	1
GO:0022853	1	1.15152178509916e-08	1
GO:0044391	1	1.16575471749629e-08	1
GO:0016763	1	1.22577820649596e-08	1
GO:0006310	1	1.36623417112082e-08	1
GO:0046914	1	1.36623417112082e-08	1
GO:0051246	1	1.37798822208221e-08	1
GO:0009067	1	1.37798822208221e-08	1
GO:0009066	1	1.37798822208221e-08	1
GO:0004175	1	1.7266559998328e-08	1
GO:0006144	1	1.72834610599079e-08	1
GO:0009112	1	1.72834610599079e-08	1
GO:0043039	1	1.8985632999735e-08	0.018684538537637
GO:0043038	1	1.8985632999735e-08	0.018684538537637
GO:0006418	1	1.8985632999735e-08	0.018684538537637
GO:0016875	1	1.8985632999735e-08	0.018684538537637
GO:0004812	1	1.8985632999735e-08	0.018684538537637
GO:0015450	1	2.27070516106212e-08	1
GO:0022884	1	2.27070516106212e-08	1
GO:0008320	1	2.27070516106212e-08	1
GO:0072348	1	2.49214822877764e-08	1
GO:0006820	1	2.59222459293095e-08	1
GO:0140359	1	4.11954764404073e-08	1
GO:0016866	1	7.9054316332372e-08	1
GO:0071949	1	8.18824791713004e-08	1
GO:0016020	1	8.26134094715542e-08	1
GO:0005198	1	9.98304647661612e-08	1
GO:0034654	1	1.2331841773799e-07	1
GO:0140318	1	1.39959177498713e-07	1
GO:0005506	1	1.78575486414311e-07	1
GO:0030163	1	2.15342243582758e-07	1
GO:0032259	1	2.15342243582758e-07	1
GO:0030551	1	2.39103225489163e-07	1
GO:0033179	1	2.39103225489163e-07	1
GO:0043414	1	2.39103225489163e-07	1
GO:0033177	1	2.39103225489163e-07	1
GO:0008173	1	2.57849594307259e-07	1
GO:0009889	1	3.61864216158465e-07	1
GO:0010556	1	3.61864216158465e-07	1
GO:0031326	1	3.61864216158465e-07	1
GO:0009451	1	3.85349733534509e-07	1
GO:0007059	1	4.0004625953351e-07	1
GO:0016881	1	4.91258684437617e-07	1
GO:0015370	1	5.65283687497004e-07	1
GO:0006529	1	6.74081791775068e-07	1
GO:0006528	1	6.74081791775068e-07	1
GO:0004071	1	6.74081791775068e-07	1
GO:0070982	1	6.74081791775068e-07	1
GO:0016211	1	6.74081791775068e-07	1
GO:0070981	1	6.74081791775068e-07	1
GO:0006541	1	7.74957679713595e-07	1
GO:0006435	1	8.21663996077659e-07	1
GO:0004829	1	8.21663996077659e-07	1
GO:0051301	1	8.99372918501709e-07	1
GO:0044283	1	9.17075268717066e-07	1
GO:0015695	1	1.9166238354286e-06	1
GO:0006739	1	2.14806905357075e-06	1
GO:0046113	1	2.70165363518415e-06	1
GO:0015934	1	2.70165363518415e-06	1
GO:0009114	1	2.70165363518415e-06	1
GO:0072523	1	2.70165363518415e-06	1
GO:0046100	1	2.70165363518415e-06	1
GO:0035596	1	2.70165363518415e-06	1
GO:0004854	1	2.70165363518415e-06	1
GO:0050497	1	2.70165363518415e-06	1
GO:0006145	1	2.70165363518415e-06	1
GO:0006793	1	2.70584174692814e-06	1
GO:0003746	1	2.86095891174538e-06	1
GO:0009069	1	3.34326847833958e-06	1
GO:0043648	1	4.04697434798416e-06	1
GO:0015930	1	4.04697434798416e-06	1
GO:0032268	1	4.04697434798416e-06	1
GO:0006537	1	4.04697434798416e-06	1
GO:0006417	1	4.04697434798416e-06	1
GO:0006536	1	4.04697434798416e-06	1
GO:0010608	1	4.04697434798416e-06	1
GO:0016638	1	4.04697434798416e-06	1
GO:0043650	1	4.04697434798416e-06	1
GO:0045181	1	4.04697434798416e-06	1
GO:0016639	1	4.04697434798416e-06	1
GO:0004355	1	4.04697434798416e-06	1
GO:0034248	1	4.04697434798416e-06	1
GO:0097054	1	4.04697434798416e-06	1
GO:2000112	1	4.04697434798416e-06	1
GO:0015888	1	4.86325491160259e-06	1
GO:0051180	1	4.86325491160259e-06	1
GO:0015399	1	5.24538696177615e-06	1
GO:0008033	1	6.1233478661909e-06	1
GO:0042597	1	6.81511273650163e-06	1
GO:0050661	1	7.68895715924024e-06	1
GO:0006438	1	8.52358021355708e-06	1
GO:0004832	1	8.52358021355708e-06	1
GO:0015698	1	9.37217718070699e-06	1
GO:0006817	1	9.37217718070699e-06	1
GO:0005436	1	9.37217718070699e-06	1
GO:0035438	1	9.37217718070699e-06	1
GO:0044341	1	9.37217718070699e-06	1
GO:0004527	1	9.76522471050162e-06	1
GO:0008483	1	1.0131895788527e-05	1
GO:0070548	1	1.0131895788527e-05	1
GO:0004360	1	1.0131895788527e-05	1
GO:0016769	1	1.0131895788527e-05	1
GO:0006796	1	1.61232653096445e-05	1
GO:0032977	1	2.05751997146342e-05	1
GO:0140597	1	2.05751997146342e-05	1
GO:0016893	1	2.05751997146342e-05	1
GO:0140104	1	2.05751997146342e-05	1
GO:0006420	1	2.8905831985789e-05	1
GO:0050515	1	2.8905831985789e-05	1
GO:0009435	1	2.8905831985789e-05	1
GO:0004814	1	2.8905831985789e-05	1
GO:0016880	1	2.8905831985789e-05	1
GO:0019439	1	3.00338889610262e-05	1
GO:0044270	1	3.00338889610262e-05	1
GO:1901361	1	3.00338889610262e-05	1
GO:0044248	1	3.00338889610262e-05	1
GO:0046700	1	3.00338889610262e-05	1
GO:0004386	1	3.216129744647e-05	1
GO:0051536	1	4.52480111373065e-05	1
GO:0051540	1	4.52480111373065e-05	1
GO:0032774	1	4.6622341684573e-05	1
GO:0016810	1	4.96556018132918e-05	1
GO:0018130	1	4.98627112661374e-05	1
GO:1901362	1	4.98627112661374e-05	1
GO:0019637	1	5.36464765198738e-05	1
GO:0019222	1	7.67437008821921e-05	1
GO:0031167	1	8.08104150375317e-05	1
GO:0042803	1	8.08104150375317e-05	1
GO:0010604	1	8.08104150375317e-05	1
GO:0010628	1	8.08104150375317e-05	1
GO:0051173	1	8.08104150375317e-05	1
GO:0001510	1	8.08104150375317e-05	1
GO:0031328	1	8.08104150375317e-05	1
GO:0010557	1	8.08104150375317e-05	1
GO:0000154	1	8.08104150375317e-05	1
GO:0016072	1	8.08104150375317e-05	1
GO:0009891	1	8.08104150375317e-05	1
GO:0009893	1	8.08104150375317e-05	1
GO:0006364	1	8.08104150375317e-05	1
GO:0031325	1	8.08104150375317e-05	1
GO:0009070	1	8.85911324908483e-05	1
GO:0016052	1	9.82166462541309e-05	1
GO:0016310	1	9.82166462541309e-05	1
GO:0046031	1	9.82166462541309e-05	1
GO:0006757	1	9.82166462541309e-05	1
GO:0009179	1	9.82166462541309e-05	1
GO:0009185	1	9.82166462541309e-05	1
GO:0006096	1	9.82166462541309e-05	1
GO:0006165	1	9.82166462541309e-05	1
GO:0009135	1	9.82166462541309e-05	1
GO:0046939	1	9.82166462541309e-05	1
GO:0009132	1	9.82166462541309e-05	1
GO:0098796	1	9.82247463824891e-05	1
GO:0016740	1	0.00014820023097762	1
GO:0009263	1	0.00017288149722216	1
GO:0009262	1	0.00017288149722216	1
GO:0004540	1	0.000174157334920059	1
GO:0016878	1	0.000207783490581883	1
GO:0001522	1	0.000207783490581883	1
GO:0031956	1	0.000207783490581883	1
GO:0102391	1	0.000207783490581883	1
GO:0016405	1	0.000207783490581883	1
GO:0015645	1	0.000207783490581883	1
GO:0009982	1	0.000207783490581883	1
GO:0043211	1	0.000207783490581883	1
GO:0031119	1	0.000207783490581883	1
GO:0016877	1	0.000207783490581883	1
GO:0106029	1	0.000207783490581883	1
GO:0042592	1	0.000207783490581883	1
GO:0004467	1	0.000207783490581883	1
GO:0016811	1	0.000298503166967128	1
GO:0043565	1	0.000317792824156067	1
GO:0009117	1	0.000435268061511843	1
GO:0006753	1	0.000435268061511843	1
GO:0010629	1	0.000496971064586397	1
GO:0009892	1	0.000496971064586397	1
GO:0015144	1	0.000496971064586397	1
GO:0046915	1	0.000496971064586397	1
GO:0017038	1	0.000496971064586397	1
GO:0010605	1	0.000496971064586397	1
GO:0016799	1	0.000496971064586397	1
GO:0048519	1	0.000496971064586397	1
GO:0008649	1	0.000496971064586397	1
GO:0016774	1	0.000496971064586397	1
GO:0140102	1	0.000496971064586397	1
GO:0008408	1	0.000538343789061388	1
GO:0008175	1	0.00053863877850924	1
GO:0006829	1	0.00061209501100504	1
GO:0016831	1	0.000873977861269073	1
GO:0016830	1	0.000873977861269073	1
GO:0006284	1	0.00102056163001334	1
GO:0047480	1	0.00102056163001334	1
GO:0051604	1	0.00102056163001334	1
GO:0016485	1	0.00102056163001334	1
GO:0003906	1	0.00102056163001334	1
GO:0071586	1	0.00102056163001334	1
GO:0004748	1	0.00105419491203145	1
GO:0061731	1	0.00105419491203145	1
GO:0016728	1	0.00105419491203145	1
GO:0044877	1	0.00108172942045053	1
GO:0043022	1	0.00108172942045053	1
GO:0043021	1	0.00108172942045053	1
GO:0050567	1	0.00108172942045053	1
GO:0019438	1	0.00108920526168823	1
GO:0016903	1	0.00111568751132725	1
GO:0008237	1	0.00119071227781123	1
GO:0050660	1	0.00119071227781123	1
GO:0080090	1	0.00145581182616739	1
GO:0034062	1	0.00154232167300656	1
GO:0003899	1	0.00154232167300656	1
GO:0097747	1	0.00154232167300656	1
GO:0006400	1	0.00182303366052793	1
GO:0006098	1	0.002017811704235	1
GO:0051156	1	0.002017811704235	1
GO:0006740	1	0.002017811704235	1
GO:0071806	1	0.00221256103363382	1
GO:0019842	1	0.00238295298955291	1
GO:0016616	1	0.0025717462165411	1
GO:0016614	1	0.0025717462165411	1
GO:0006996	1	0.00272120445805776	1
GO:0006824	1	0.00356399915818808	1
GO:0034250	1	0.00356399915818808	1
GO:0015095	1	0.00356399915818808	1
GO:0046429	1	0.00356399915818808	1
GO:0045727	1	0.00356399915818808	1
GO:0010181	1	0.00356399915818808	1
GO:0051247	1	0.00356399915818808	1
GO:0016888	1	0.00356399915818808	1
GO:0006429	1	0.00356399915818808	1
GO:0008194	1	0.00356399915818808	1
GO:0030259	1	0.00356399915818808	1
GO:0008375	1	0.00356399915818808	1
GO:0003952	1	0.00356399915818808	1
GO:0009235	1	0.00356399915818808	1
GO:0009236	1	0.00356399915818808	1
GO:0004359	1	0.00356399915818808	1
GO:0052592	1	0.00356399915818808	1
GO:0030258	1	0.00356399915818808	1
GO:0032270	1	0.00356399915818808	1
GO:0050511	1	0.00356399915818808	1
GO:0051991	1	0.00356399915818808	1
GO:0004823	1	0.00356399915818808	1
GO:0015693	1	0.00356399915818808	1
GO:0008168	1	0.00363601059869156	1
GO:0008094	1	0.00413981681611698	1
GO:0019219	1	0.00471622381711685	1
GO:0008757	1	0.00477118746975704	1
GO:0004521	1	0.00478207652524892	1
GO:0004252	1	0.00498316496251104	1
GO:0022613	1	0.00535105565855704	1
GO:0044085	1	0.00535105565855704	1
GO:0072521	1	0.00636377982304579	1
GO:0042626	1	0.00828282909800381	1
GO:0034605	1	0.00921786150661933	1
GO:0042274	1	0.00921786150661933	1
GO:0016260	1	0.00923237019561765	1
GO:0004828	1	0.00923237019561765	1
GO:0006434	1	0.00923237019561765	1
GO:0097056	1	0.00923237019561765	1
GO:0016259	1	0.00923237019561765	1
GO:0004731	1	0.00923237019561765	1
GO:0019725	1	0.0105143544233541	1
GO:0016434	1	0.0105143544233541	1
GO:0006094	1	0.0105143544233541	1
GO:0046364	1	0.0105143544233541	1
GO:0065009	1	0.0105143544233541	1
GO:0061712	1	0.0105143544233541	1
GO:0070475	1	0.0105143544233541	1
GO:0006352	1	0.0105143544233541	1
GO:0043933	1	0.0105143544233541	1
GO:0050790	1	0.0105143544233541	1
GO:0019319	1	0.0105143544233541	1
GO:0065003	1	0.0105143544233541	1
GO:0042887	1	0.0142993475895886	1
GO:0009057	1	0.014691668741021	1
GO:0008176	1	0.024479724637267	1
GO:0016423	1	0.024479724637267	1
GO:0005694	1	0.0256073975256728	1
GO:0005507	1	0.0272209927818147	1
GO:0048878	1	0.0272209927818147	1
GO:0008170	1	0.0272209927818147	1
GO:0015662	1	0.0272209927818147	1
GO:0043682	1	0.0272209927818147	1
GO:0098771	1	0.0272209927818147	1
GO:0140358	1	0.0272209927818147	1
GO:0005375	1	0.0272209927818147	1
GO:0006560	1	0.0272209927818147	1
GO:0003697	1	0.0272209927818147	1
GO:0016620	1	0.0272209927818147	1
GO:0055080	1	0.0272209927818147	1
GO:0050801	1	0.0272209927818147	1
GO:0055065	1	0.0272209927818147	1
GO:0006561	1	0.0272209927818147	1
GO:0055129	1	0.0272209927818147	1
GO:0036211	1	0.0305802307637532	1
GO:0000096	1	0.0305802307637532	1
GO:0006464	1	0.0305802307637532	1
GO:0000725	1	0.0347012777944605	1
GO:1901137	1	0.0486369536785611	1
